type,geometry.type,geometry.coordinates,properties.description.name,properties.description.id,properties.description.url,properties.latest-images,properties.description.type,properties.description.ptz,properties.description.fov_center,properties.description.sponsor,properties.description.network,properties.description.isp,properties.description.attribution,properties.description.zoom_current,properties.description.fov,properties.description.activated_at,properties.description.ProdNbr,properties.description.fov_lft,properties.description.county,properties.description.is_patrol_mode,properties.description.lastupdate,properties.description.region,properties.description.last_movement_at,properties.description.tilt_current,properties.description.fov_rt,properties.description.state,properties.description.is_currently_patrolling,properties.description.az_current
Feature,Point,"[-117.691704, 34.367401, 2.404]",Mtn High West 1,Axis-MtnHighWest1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-MtnHighWest1', 'thumbnail': 'image?thumbnail=false&name=Axis-MtnHighWest1'}]]",Feature,1.0,"[-117.882451, 35.100837]",SCE,laorange,MtnHighSkiResort,AlertWildfire,1.0,62.98,2020-07-13 12:00:00,Q6055-E,"[-118.32125, 34.909823]",LosAngeles,0.0,4.0,LAC,2022-03-28 22:14:43,-14.37,"[-117.386108, 35.074091]",CA,0.0,347.99
Feature,Point,"[-117.684097, 34.382801, 2.287]",Mtn High North 1,Axis-MtnHighNorth1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-MtnHighNorth1', 'thumbnail': 'image?thumbnail=false&name=Axis-MtnHighNorth1'}]]",Feature,1.0,"[-117.536652, 33.642826]",SCE,laorange,MtnHighSkiResort,AlertWildfire,1.0,62.98,2019-12-09 12:00:00,Q6055-E,"[-117.092951, 33.814573]",LosAngeles,0.0,4.0,LAC,2021-12-11 19:28:44,-6.0,"[-118.022765, 33.687289]",CA,0.0,170.58
Feature,Point,"[-117.684097, 34.382801, 2.287]",Mtn High North 2,Axis-MtnHighNorth2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-MtnHighNorth2', 'thumbnail': 'image?thumbnail=false&name=Axis-MtnHighNorth2'}]]",Feature,1.0,"[-117.538514, 33.642573]",SCE,laorange,MtnHighSkiResort,AlertWildfire,1.0,62.98,2019-12-09 12:00:00,Q6055-E,"[-117.094388, 33.813552]",LosAngeles,1.0,4.0,LAC,2021-08-06 04:35:04,-5.99,"[-118.024516, 33.687876]",CA,0.0,170.7
Feature,Point,"[-117.663902, 34.383202, 2.277]",Table 2,Axis-Table2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Table2', 'thumbnail': 'image?thumbnail=false&name=Axis-Table2'}]]",Feature,1.0,"[-118.454625, 34.755436]",SCE,laorange,Geolinks,AlertWildfire,323.0,62.98,2018-12-23 12:00:00,Q6055-E,"[-118.546707, 34.564459]",LosAngeles,1.0,4.0,LAC,2022-06-06 03:41:56,0.06,"[-118.302432, 34.918545]",CA,1.0,299.98
Feature,Point,"[-117.663902, 34.383202, 2.277]",Table 1,Axis-Table1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Table1', 'thumbnail': 'image?thumbnail=false&name=Axis-Table1'}]]",Feature,1.0,"[-118.547408, 34.210674]",SCE,laorange,Geolinks,AlertWildfire,1.0,62.98,2018-12-23 12:00:00,Q6055-E,"[-118.307613, 33.855458]",LosAngeles,0.0,5.0,LAC,2022-03-28 23:33:54,0.53,"[-118.528458, 34.617398]",CA,0.0,256.95
Feature,Point,"[-117.290405, 34.611366, 1.354]",Quartzite Mtn 2,Axis-Quartzite2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Quartzite2', 'thumbnail': 'image?thumbnail=false&name=Axis-Quartzite2'}]]",Feature,1.0,"[-117.289121, 35.361365]",SCE,inlandempire,Geolinks,AlertWildfire,323.0,62.98,2019-02-26 12:00:00,Q6055-E,"[-117.538632, 35.333258]",SanBernardino,1.0,5.0,BDU,2022-06-06 03:41:59,0.0,"[-117.039709, 35.332685]",CA,1.0,0.08
Feature,Point,"[-117.290405, 34.611366, 1.354]",Quartzite Mtn 1,Axis-Quartzite1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Quartzite1', 'thumbnail': 'image?thumbnail=false&name=Axis-Quartzite1'}]]",Feature,1.0,"[-117.438528, 35.351482]",SCE,inlandempire,Geolinks,AlertWildfire,7418.0,62.98,2019-02-26 12:00:00,Q6055-E,"[-117.469598, 35.346855]",SanBernardino,0.0,11.0,BDU,2022-06-05 16:27:43,-1.33,"[-117.407279, 35.355228]",CA,0.0,350.73
Feature,Point,"[-117.700447, 35.477287, 1.331]",El Paso 2,Axis-ElPaso2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-ElPaso2', 'thumbnail': 'image?thumbnail=false&name=Axis-ElPaso2'}]]",Feature,1.0,"[-116.779486, 35.47405]",PGE,sierra,Kern,AlertWildfire,257.0,65.1,2021-05-19 12:00:00,Q6075-E,"[-116.814158, 35.684487]",Kern,1.0,3.0,KRN,2022-06-06 03:42:10,-2.99,"[-116.8186, 35.264142]",CA,1.0,89.98
Feature,Point,"[-117.700447, 35.477287, 1.331]",El Paso 1,Axis-ElPaso1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-ElPaso1', 'thumbnail': 'image?thumbnail=false&name=Axis-ElPaso1'}]]",Feature,1.0,"[-118.543578, 35.78204]",PGE,sierra,Kern,AlertWildfire,1.0,65.1,2021-05-19 12:00:00,Q6075-E,"[-118.610461, 35.365214]",Kern,0.0,2.0,KRN,2022-06-03 17:46:04,-2.76,"[-118.209133, 36.103581]",CA,0.0,294.22
Feature,Point,"[-115.0504, 35.94738, 1.237]",Black Mtn NV,Axis-Black,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Black', 'thumbnail': 'image?thumbnail=false&name=Axis-Black'}]]",Feature,1.0,"[-115.847246, 36.3326]",AlertWildfire,blmnv,NSL,AlertWildfire,349.0,65.1,2017-01-01 12:00:00,Q6075-E,"[-115.947992, 36.136448]",Clark,0.0,5.0,SNV,2022-05-23 20:40:12,-1.36,"[-115.681725, 36.497937]",NV,0.0,301.14
Feature,Point,"[-115.643639, 36.257694, 2.296]",Mt. Charleston,Axis-Charleston,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Charleston', 'thumbnail': 'image?thumbnail=false&name=Axis-Charleston'}]]",Feature,1.0,"[-116.312558, 36.780678]",NVEnergy,blmnv,NSL-FirstNet,AlertWildfire,1.0,62.98,2022-01-14 18:27:02,Q6055-E,"[-116.552118, 36.421955]",Clark,0.0,2.0,NV,2022-04-20 17:55:27,1.03,"[-115.872367, 36.984881]",NV,0.0,314.41
Feature,Point,"[-115.563652, 36.270847, 1.904]",Kyle Canyon,Axis-KyleCanyon,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-KyleCanyon', 'thumbnail': 'image?thumbnail=false&name=Axis-KyleCanyon'}]]",Feature,1.0,"[-116.482052, 36.154924]",NVEnergy,blmnv,NSL,AlertWildfire,299.0,65.1,2021-01-01 12:00:00,Q6075-E,"[-116.404059, 35.952185]",Clark,0.0,3.0,SNV,2022-04-20 17:22:53,4.43,"[-116.486772, 36.367208]",NV,0.0,261.38
Feature,Point,"[-118.007256, 36.272499, 1.128]",Olancha 1,Axis-Olancha1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Olancha1', 'thumbnail': 'image?thumbnail=false&name=Axis-Olancha1'}]]",Feature,1.0,"[-118.845639, 36.600473]",CALFIRE,inlandempire,LonePineCommunications,AlertWildfire,1.0,65.1,2020-06-29 12:00:00,Q6075-E,"[-118.930777, 36.185736]",Inyo,0.0,4.0,BDU,2022-02-21 21:13:21,4.71,"[-118.49415, 36.912563]",CA,0.0,296.18
Feature,Point,"[-118.007256, 36.272499, 1.128]",Olancha 2,Axis-Olancha2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Olancha2', 'thumbnail': 'image?thumbnail=false&name=Axis-Olancha2'}]]",Feature,1.0,"[-117.54566, 35.622221]",CALFIRE,inlandempire,LonePineCommunications,AlertWildfire,257.0,65.1,2020-06-29 12:00:00,Q6075-E,"[-117.33918, 35.752427]",Inyo,1.0,4.0,BDU,2022-06-06 03:41:59,2.99,"[-117.788253, 35.543777]",CA,1.0,149.98
Feature,Point,"[-115.573997, 36.319, 2.668]",Angel Peak,Axis-Angel,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Angel', 'thumbnail': 'image?thumbnail=false&name=Axis-Angel'}]]",Feature,1.0,"[-115.96611, 36.999852]",BLM-NV,blmnv,NSL,AlertWildfire,1.0,62.98,2018-05-10 12:00:00,Q6055-E,"[-116.351393, 36.734036]",Clark,0.0,5.0,SNV,2022-05-26 16:08:16,-0.94,"[-115.462551, 37.063657]",NV,0.0,335.32
Feature,Point,"[-117.793594, 36.533073, 2.581]",Cerro Gordo 1,Axis-CerroGordo1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-CerroGordo1', 'thumbnail': 'image?thumbnail=false&name=Axis-CerroGordo1'}]]",Feature,1.0,"[-118.535338, 36.990669]",CALFIRE,inlandempire,LonePineCommunications,AlertWildfire,1.0,65.1,2021-07-22 12:00:00,Q6075-E,"[-118.723849, 36.598349]",Inyo,0.0,3.0,BDU,2022-02-21 23:35:49,-7.67,"[-118.110071, 37.239068]",CA,0.0,307.82
Feature,Point,"[-117.793594, 36.533073, 2.581]",Cerro Gordo 2,Axis-CerroGordo2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-CerroGordo2', 'thumbnail': 'image?thumbnail=false&name=Axis-CerroGordo2'}]]",Feature,1.0,"[-118.726966, 36.529436]",CALFIRE,inlandempire,LonePineCommunications,AlertWildfire,257.0,65.1,2021-07-22 12:00:00,Q6075-E,"[-118.687141, 36.319551]",Inyo,1.0,2.0,BDU,2022-06-06 03:42:10,-3.0,"[-118.692011, 36.739893]",CA,1.0,270.0
Feature,Point,"[-113.626503, 37.418999, 1.649]",Central,Axis-Central,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Central', 'thumbnail': 'image?thumbnail=false&name=Axis-Central'}]]",Feature,1.0,"[-112.964264, 36.886169]",RockyMtnPower,utah,InfoWest,WildfireLive,1.0,65.1,2021-02-01 12:00:00,Q6075-E,"[-112.706652, 37.252847]",Washington,0.0,3.0,Utah,2022-05-18 17:53:15,5.48,"[-113.425995, 36.686269]",UT,0.0,135.07
Feature,Point,"[-114.467247, 37.459156, 2.281]",Ella Mtn 2,Axis-EllaMtn2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-EllaMtn2', 'thumbnail': 'image?thumbnail=false&name=Axis-EllaMtn2'}]]",Feature,1.0,"[-114.467084, 36.709156]",BLM-NV,blmnv,NSL,AlertWildfire,323.0,62.98,2021-07-26 12:00:00,Q6055-E,"[-114.21314, 36.737059]",Lincoln,1.0,3.0,NV,2022-06-06 03:42:05,-2.99,"[-114.721039, 36.736989]",NV,1.0,179.99
Feature,Point,"[-114.467247, 37.459156, 2.281]",Ella Mtn 1,Axis-EllaMtn1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-EllaMtn1', 'thumbnail': 'image?thumbnail=false&name=Axis-EllaMtn1'}]]",Feature,1.0,"[-115.330655, 37.766922]",BLM-NV,blmnv,NSL,AlertWildfire,1.0,65.1,2021-07-26 12:00:00,Q6075-E,"[-115.401408, 37.35032]",Lincoln,0.0,2.0,NV,2022-03-24 10:32:42,-4.68,"[-114.985667, 38.087316]",NV,0.0,294.49
Feature,Point,"[-113.243752, 37.481869, 1.574]",New Harmony,Axis-NewHarmony,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-NewHarmony', 'thumbnail': 'image?thumbnail=false&name=Axis-NewHarmony'}]]",Feature,1.0,"[-112.330795, 37.291328]",RockyMtnPower,utah,InfoWest,WildfireLive,1.0,65.1,2021-04-18 12:00:00,Q6075-E,"[-112.342658, 37.711584]",Washington,0.0,2.0,Utah,2022-06-05 19:36:55,5.87,"[-112.603746, 36.931712]",UT,0.0,104.44
Feature,Point,"[-113.110397, 37.553001, 2.761]",Graff Point,Axis-GraffPoint,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-GraffPoint', 'thumbnail': 'image?thumbnail=false&name=Axis-GraffPoint'}]]",Feature,1.0,"[-113.356535, 36.829085]",RockyMtnPower,utah,InfoWest,WildfireLive,1.0,65.1,2021-05-27 12:00:00,Q6075-E,"[-112.831424, 36.836679]",Iron,0.0,2.0,Utah,2022-05-19 17:31:42,-4.0,"[-113.806295, 37.046969]",UT,0.0,195.23
Feature,Point,"[-113.141342, 37.778355, 1.704]",Enoch West,Axis-EnochWest,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-EnochWest', 'thumbnail': 'image?thumbnail=false&name=Axis-EnochWest'}]]",Feature,1.0,"[-112.388014, 37.324694]",RockyMtnPower,utah,InfoWest,WildfireLive,1.0,65.1,2021-03-10 12:00:00,Q6075-E,"[-112.196061, 37.716517]",Iron,0.0,3.0,Utah,2022-05-29 01:58:38,1.45,"[-112.812758, 37.07521]",UT,0.0,126.99
Feature,Point,"[-114.578865, 37.894161, 2.859]",Highland Peak NV 1,Axis-HighlandPeakNV1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-HighlandPeakNV1', 'thumbnail': 'image?thumbnail=false&name=Axis-HighlandPeakNV1'}]]",Feature,1.0,"[-115.448696, 37.595138]",BLM-NV,blmnv,NSL,AlertWildfire,1.0,65.1,2021-07-24 12:00:00,Q6075-E,"[-115.10889, 37.272805]",Lincoln,0.0,1.0,NV,2022-05-24 17:54:34,-8.17,"[-115.518232, 38.011892]",NV,0.0,246.77
Feature,Point,"[-114.578865, 37.894161, 2.859]",Highland Peak NV 2,Axis-HighlandPeakNV2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-HighlandPeakNV2', 'thumbnail': 'image?thumbnail=false&name=Axis-HighlandPeakNV2'}]]",Feature,1.0,"[-114.099566, 38.542778]",BLM-NV,blmnv,NSL,AlertWildfire,323.0,62.98,2021-07-24 12:00:00,Q6055-E,"[-114.342658, 38.620865]",Lincoln,1.0,13977599.0,NV,2021-12-26 09:02:03,-2.99,"[-113.893389, 38.415663]",NV,0.0,29.99
Feature,Point,"[-112.863747, 38.187599, 2.162]",Jacks Peak UT,Axis-JacksPeakUT,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-JacksPeakUT', 'thumbnail': 'image?thumbnail=false&name=Axis-JacksPeakUT'}]]",Feature,1.0,"[-113.67414, 38.58636]",RockyMtnPower,utah,InfoWest,WildfireLive,1.0,65.1,2021-07-04 12:00:00,Q6075-E,"[-113.817887, 38.181382]",Beaver,0.0,2.0,Utah,2022-05-11 19:31:39,-4.33,"[-113.272045, 38.866183]",UT,0.0,302.37
Feature,Point,"[-117.97422, 38.342892, 2.797]",Pilot Peak NV,Axis-PilotPeak,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-PilotPeak', 'thumbnail': 'image?thumbnail=false&name=Axis-PilotPeak'}]]",Feature,1.0,"[-118.729844, 37.885657]",BLM-NV,blmnv,NSL,AlertWildfire,1.0,65.1,2020-05-26 12:00:00,Q6075-E,"[-118.300006, 37.638209]",Mineral,0.0,3.0,CNV,2022-02-18 18:48:21,-12.2,"[-118.926291, 38.276544]",NV,0.0,232.67
Feature,Point,"[-114.614952, 39.160831, 3.288]",Cave Mtn 2,Axis-Cave2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Cave2', 'thumbnail': 'image?thumbnail=false&name=Axis-Cave2'}]]",Feature,1.0,"[-115.025454, 38.482438]",BLM-NV,blmnv,NSL,AlertWildfire,1.0,62.98,2021-07-16 12:00:00,Q6055-E,"[-114.512906, 38.415061]",WhitePine,1.0,2.0,NNV,2022-05-23 12:53:23,-8.06,"[-115.420185, 38.748037]",NV,0.0,205.37
Feature,Point,"[-114.614952, 39.160831, 3.265]",Cave Mtn,Axis-Cave,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Cave', 'thumbnail': 'image?thumbnail=false&name=Axis-Cave'}]]",Feature,1.0,"[-113.697326, 39.401663]",BLM-NV,blmnv,NSL,AlertWildfire,1.0,62.98,2016-01-01 12:00:00,Q6055-E,"[-113.994707, 39.737996]",WhitePine,0.0,4.0,NNV,2022-06-02 01:52:40,-13.61,"[-113.672699, 38.995087]",NV,0.0,70.98
Feature,Point,"[-115.998741, 39.44973, 2.924]",Prospect Peak,Axis-Prospect,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Prospect', 'thumbnail': 'image?thumbnail=false&name=Axis-Prospect'}]]",Feature,1.0,"[-115.143991, 39.809072]",BLM-NV,blmnv,NSL,AlertWildfire,1.0,62.98,2018-06-26 12:00:00,Q6055-E,"[-115.514288, 40.100786]",Eureka,0.0,7.0,NNV,2022-05-24 00:16:21,-14.73,"[-115.028969, 39.411811]",NV,0.0,61.1
Feature,Point,"[-115.998741, 39.44973, 2.902]",Prospect Peak 2,Axis-Prospect2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Prospect2', 'thumbnail': 'image?thumbnail=false&name=Axis-Prospect2'}]]",Feature,1.0,"[-116.969977, 39.445691]",BLM-NV,blmnv,NSL,AlertWildfire,257.0,65.1,2021-06-10 12:00:00,Q6075-E,"[-116.928258, 39.235839]",Eureka,1.0,2.0,NNV,2022-06-06 03:42:01,-3.0,"[-116.933886, 39.656177]",NV,1.0,270.0
Feature,Point,"[-107.650871, 39.603809, 2.268]",Harvey Gap,Axis-HarveyGap,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-HarveyGap', 'thumbnail': 'image?thumbnail=false&name=Axis-HarveyGap'}]]",Feature,1.0,"[-108.234714, 40.205403]",Google,colorado,ColoradoDPS,WildfireLive,1.0,65.1,2022-01-04 01:00:42,Q6075-E,"[-108.563341, 39.868657]",Garfield,0.0,2.0,Colorado,2022-06-02 17:20:03,2.04,"[-107.71832, 40.352026]",CO,0.0,323.52
Feature,Point,"[-116.951645, 39.708099, 3.102]",Callaghan Peak,Axis-Callaghan,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Callaghan', 'thumbnail': 'image?thumbnail=false&name=Axis-Callaghan'}]]",Feature,1.0,"[-117.861334, 39.98138]",BLM-NV,blmnv,NSL,AlertWildfire,1.0,62.98,2015-05-11 12:00:00,Q6055-E,"[-117.910418, 39.576108]",Lander,0.0,4.0,NNV,2022-05-25 16:35:42,-2.12,"[-117.541458, 40.30677]",NV,0.0,291.66
Feature,Point,"[-114.223602, 39.710499, 2.893]",Kern Mtns,Axis-Kerns,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Kerns', 'thumbnail': 'image?thumbnail=false&name=Axis-Kerns'}]]",Feature,1.0,"[-114.820247, 40.305187]",BLM-NV,blmnv,NSL,AlertWildfire,1.0,62.98,2019-09-18 12:00:00,Q6055-E,"[-115.13636, 39.977663]",WhitePine,0.0,4.0,NNV,2022-05-02 15:32:45,-9.71,"[-114.324235, 40.456537]",NV,0.0,322.65
Feature,Point,"[-115.561203, 39.965199, 2.833]",Big Bald Mtn,Axis-BigBaldMtn,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-BigBaldMtn', 'thumbnail': 'image?thumbnail=false&name=Axis-BigBaldMtn'}]]",Feature,1.0,"[-115.405584, 39.224847]",BLM-NV,blmnv,NSL,AlertWildfire,1.0,65.1,2021-07-22 12:00:00,Q6075-E,"[-114.914245, 39.404286]",WhitePine,0.0,2.0,NNV,2022-06-01 18:29:03,-4.3,"[-115.944422, 39.27573]",NV,0.0,170.75
Feature,Point,"[-111.8218, 40.0905, 2.07]",West Mtn UT,Axis-WestMtnUtah,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-WestMtnUtah', 'thumbnail': 'image?thumbnail=false&name=Axis-WestMtnUtah'}]]",Feature,1.0,"[-112.802135, 40.087808]",RockyMtnPower,utah,UtahBroadband,WildfireLive,6.0,65.1,2021-02-15 12:00:00,Q6075-E,"[-112.760486, 39.877902]",Utah,0.0,2.0,Utah,2022-05-12 20:47:40,-6.57,"[-112.765243, 40.298247]",UT,0.0,270.11
Feature,Point,"[-116.568703, 40.162399, 2.719]",Tenabo Mtn,Axis-TenaboMtn,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-TenaboMtn', 'thumbnail': 'image?thumbnail=false&name=Axis-TenaboMtn'}]]",Feature,1.0,"[-116.144536, 39.486838]",BLM-NV,blmnv,NSL,AlertWildfire,1.0,65.1,2021-07-22 12:00:00,Q6075-E,"[-115.737374, 39.766762]",Eureka,0.0,2.0,NNV,2022-05-20 17:12:17,-9.54,"[-116.681462, 39.41742]",NV,0.0,154.12
Feature,Point,"[-111.925598, 40.2738, 2.296]",Lake Mtn UT,Axis-LakeMountain,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-LakeMountain', 'thumbnail': 'image?thumbnail=false&name=Axis-LakeMountain'}]]",Feature,1.0,"[-111.178611, 40.763748]",RockyMtnPower,utah,UtahBroadband,WildfireLive,1.0,65.1,2021-04-05 12:00:00,Q6075-E,"[-111.644723, 40.992874]",Utah,0.0,3.0,Utah,2022-06-01 15:54:48,-5.46,"[-110.951782, 40.38032]",UT,0.0,48.97
Feature,Point,"[-111.545128, 40.370941, 2.106]",Provo Canyon,Axis-ProvoCanyon,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-ProvoCanyon', 'thumbnail': 'image?thumbnail=false&name=Axis-ProvoCanyon'}]]",Feature,1.0,"[-111.740842, 41.106135]",RockyMtnPower,utah,UtahBroadband,WildfireLive,1.0,65.1,2021-06-10 12:00:00,Q6075-E,"[-112.23313, 40.909416]",Wasatch,0.0,3.0,Utah,2022-03-31 15:23:45,3.8,"[-111.185226, 41.069582]",UT,0.0,348.66
Feature,Point,"[-111.381699, 40.3745, 1.922]",Wallsburg,Axis-Wallsburg,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Wallsburg', 'thumbnail': 'image?thumbnail=false&name=Axis-Wallsburg'}]]",Feature,1.0,"[-112.250503, 40.730507]",RockyMtnPower,utah,UtahBroadband,WildfireLive,1.0,65.1,2021-02-13 12:00:00,Q6075-E,"[-112.363071, 40.318947]",Wasatch,0.0,3.0,Utah,2022-05-24 20:31:11,-0.25,"[-111.861117, 41.030556]",UT,0.0,298.62
Feature,Point,"[-116.861664, 40.403351, 2.905]",Mt. Lewis 1,Axis-Lewis,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Lewis', 'thumbnail': 'image?thumbnail=false&name=Axis-Lewis'}]]",Feature,1.0,"[-117.146761, 39.685809]",BLM-NV,blmnv,NSL,AlertWildfire,1.0,62.98,2019-07-23 12:00:00,Q6055-E,"[-116.618014, 39.676918]",Lander,0.0,5.0,NNV,2022-05-27 16:22:08,-8.79,"[-117.593904, 39.904067]",NV,0.0,197.01
Feature,Point,"[-116.862038, 40.403458, 2.932]",Mt. Lewis 2,Axis-Lewis2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Lewis2', 'thumbnail': 'image?thumbnail=false&name=Axis-Lewis2'}]]",Feature,1.0,"[-116.77471, 41.150537]",BLM-NV,blmnv,NSL,AlertWildfire,1.0,62.98,2019-07-23 12:00:00,Q6055-E,"[-117.305321, 41.07405]",Lander,0.0,4.0,NNV,2022-05-27 16:23:17,-3.99,"[-116.270612, 41.004696]",NV,0.0,5.03
Feature,Point,"[-114.821297, 40.553314, 3.114]",Spruce Mtn,Axis-Spruce,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Spruce', 'thumbnail': 'image?thumbnail=false&name=Axis-Spruce'}]]",Feature,1.0,"[-114.021075, 40.116937]",BLM-NV,blmnv,NSL,AlertWildfire,1.0,62.98,2016-01-10 12:00:00,Q6055-E,"[-113.837178, 40.49904]",Elko,0.0,4.0,NNV,2022-05-19 16:31:04,-7.16,"[-114.436541, 39.863269]",NV,0.0,125.32
Feature,Point,"[-111.481415, 40.60939, 2.838]",Bald Mtn Deer Valley,Axis-BaldMtnDeerValley,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-BaldMtnDeerValley', 'thumbnail': 'image?thumbnail=false&name=Axis-BaldMtnDeerValley'}]]",Feature,1.0,"[-110.54683, 40.369998]",RockyMtnPower,utah,UtahBroadband,WildfireLive,1.0,65.1,2021-05-24 12:00:00,Q6075-E,"[-110.521226, 40.789908]",Wasatch,0.0,2.0,Utah,2022-05-27 00:02:22,-2.34,"[-110.863188, 40.02603]",UT,0.0,108.31
Feature,Point,"[-112.201874, 40.659981, 2.75]",Farnsworth,Axis-Farnsworth,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Farnsworth', 'thumbnail': 'image?thumbnail=false&name=Axis-Farnsworth'}]]",Feature,1.0,"[-111.232032, 40.809813]",RockyMtnPower,utah,UtahBroadband,WildfireLive,1.0,65.1,2021-03-05 12:00:00,Q6075-E,"[-111.489766, 41.182457]",SaltLake,0.0,3.0,Utah,2022-06-01 00:58:21,-3.82,"[-111.280773, 40.391085]",UT,0.0,78.16
Feature,Point,"[-111.523346, 40.682564, 2.259]",Quarry Mtn,Axis-QuarryMtn,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-QuarryMtn', 'thumbnail': 'image?thumbnail=false&name=Axis-QuarryMtn'}]]",Feature,1.0,"[-112.511946, 40.708971]",RockyMtnPower,utah,UtahBroadband,WildfireLive,1.0,65.1,2021-01-16 12:00:00,Q6075-E,"[-112.373211, 40.30206]",Summit,0.0,3.0,Utah,2022-05-23 00:48:11,5.82,"[-112.339831, 41.1087]",UT,0.0,272.34
Feature,Point,"[-115.699799, 40.8116, 1.959]",Lamoille 1,Axis-Lamoille,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Lamoille', 'thumbnail': 'image?thumbnail=false&name=Axis-Lamoille'}]]",Feature,1.0,"[-114.8575, 40.419559]",BLM-NV,blmnv,NSL,AlertWildfire,1.0,62.98,2019-06-20 12:00:00,Q6055-E,"[-114.708869, 40.810634]",Elko,0.0,5.0,NNV,2022-05-29 19:53:00,0.8,"[-115.250269, 40.14408]",NV,0.0,121.24
Feature,Point,"[-115.699799, 40.8116, 1.958]",Lamoille 2,Axis-Lamoille2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Lamoille2', 'thumbnail': 'image?thumbnail=false&name=Axis-Lamoille2'}]]",Feature,1.0,"[-116.463582, 40.336268]",BLM-NV,blmnv,NSL,AlertWildfire,1.0,65.1,2022-04-27 20:44:30,Q6075-E,"[-116.008793, 40.099405]",Elko,1.0,1.0,NNV,2022-05-27 03:45:19,-3.17,"[-116.682999, 40.722131]",NV,0.0,230.92
Feature,Point,"[-111.480446, 40.855389, 2.837]",Lewis Peak UT,Axis-LewisPeak,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-LewisPeak', 'thumbnail': 'image?thumbnail=false&name=Axis-LewisPeak'}]]",Feature,1.0,"[-110.645275, 41.262731]",RockyMtnPower,utah,UtahBroadband,WildfireLive,1.0,65.1,2021-06-30 12:00:00,Q6075-E,"[-111.068441, 41.53832]",Morgan,0.0,2.0,Utah,2022-06-03 19:35:12,-0.8,"[-110.488838, 40.859259]",UT,0.0,56.83
